ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
25,4,2.0,3.0,7.0,1.5,352,21.022727272727273,101.00000000000001,0.28693181818181823,54.0,1.2422062350119902,78.97727272727273
25,8,4.0,2.0,3.0,2.0,1134,41.7989417989418,100.73697978237803,0.08883331550474254,64.00000000000003,1.0763158937745285,58.201058201058196
25,12,2.0,2.0,7.0,2.0,447,24.832214765100673,99.73697978237824,0.22312523441247928,70.00000000000009,1.148418124676158,75.16778523489933
25,12,4.0,2.0,5.0,3.0,726,39.25619834710744,98.7369797823782,0.1360013495625044,107.99999999999997,1.0746311260637778,60.74380165289256
100,12,4.0,2.0,7.0,3.0,334,32.93413173652694,98.0000000000001,0.2934131736526949,84.00000000000014,1.1458333333333335,67.06586826347305
50,4,2.0,2.0,5.0,3.0,481,40.12474012474013,97.36466400506978,0.20242133888787897,52.000000000000014,1.1126905833392011,59.87525987525988
25,4,3.0,2.0,5.0,1.5,1073,24.510717614165888,96.73697978237833,0.09015561955487263,91.49999999999993,1.0796189134011343,75.48928238583412
25,4,4.0,2.0,3.0,2.0,1189,41.63162321278385,95.73697978237801,0.08051890646120943,57.00000000000007,1.0689747692956613,58.36837678721615
25,12,3.0,3.0,7.0,1.5,265,21.88679245283019,95.50000000000011,0.36037735849056646,42.50000000000004,1.3075684380032206,78.11320754716982
25,8,3.0,2.0,7.0,3.0,600,31.666666666666664,94.73697978237813,0.15789496630396355,117.00000000000007,1.0770219347824213,68.33333333333333
25,8,4.0,2.0,7.0,2.0,815,23.558282208588956,92.73697978237813,0.11378770525445168,123.99999999999997,1.0744277526343322,76.44171779141105
25,12,4.0,3.0,7.0,1.5,386,20.466321243523318,92.50000000000013,0.2396373056994822,56.49999999999995,1.200868621064061,79.53367875647669
50,4,2.0,2.0,3.0,3.0,551,52.813067150635206,91.36466400506997,0.16581608712353896,41.999999999999986,1.1171341846218845,47.186932849364794
25,8,3.0,3.0,7.0,3.0,320,32.8125,90.0000000000001,0.28125000000000033,73.00000000000006,1.1395348837209303,67.1875
25,4,4.0,2.0,5.0,1.5,1114,24.326750448833035,87.23697978237831,0.07830967664486384,95.49999999999993,1.068989307854787,75.67324955116696
25,12,2.0,2.0,3.0,1.5,592,36.6554054054054,87.23697978237828,0.14735976314590926,38.999999999999915,1.1550879640575613,63.3445945945946
25,8,3.0,3.0,7.0,2.0,344,25.0,86.00000000000001,0.25000000000000006,60.00000000000005,1.1666666666666665,75.0
25,12,2.0,2.0,7.0,1.5,506,19.76284584980237,85.73697978237814,0.16944067150667616,79.0,1.1407832180334616,80.23715415019763
50,12,2.0,2.0,7.0,2.0,247,26.31578947368421,85.36466400506986,0.3456059271460318,40.00000000000003,1.2345183077062356,73.68421052631578
25,8,2.0,2.0,7.0,3.0,500,31.8,84.73697978237803,0.16947395956475605,95.00000000000009,1.0828318472946021,68.2
25,8,4.0,2.0,5.0,2.0,933,29.903536977491964,83.73697978237831,0.08975024628336369,118.00000000000001,1.0640190976929498,70.09646302250803
50,8,2.0,2.0,5.0,2.0,401,31.67082294264339,83.3646640050698,0.20789193018720648,35.00000000000001,1.152125299279324,68.3291770573566
25,8,3.0,3.0,7.0,1.5,364,20.32967032967033,83.0000000000001,0.2280219780219783,59.0,1.1908045977011494,79.67032967032966
50,8,2.0,2.0,3.0,2.0,438,43.83561643835616,82.36466400506988,0.18804717809376686,31.00000000000002,1.167407853668841,56.16438356164384
50,4,2.0,2.0,7.0,1.5,576,19.444444444444446,81.64273462566317,0.14174085872510966,40.000000000000064,1.1173027796345734,80.55555555555556
50,4,2.0,2.0,7.0,3.0,431,32.01856148491879,81.36466400506995,0.18878112298160082,40.00000000000004,1.0925650329978043,67.98143851508121
100,12,3.0,2.0,7.0,3.0,293,32.76450511945392,81.00000000000009,0.2764505119453928,85.00000000000013,1.1370558375634516,67.23549488054607
25,12,2.0,2.0,3.0,2.0,552,42.934782608695656,79.73697978237819,0.14445105033039526,37.999999999999964,1.1265666345752035,57.065217391304344
50,12,2.0,2.0,3.0,2.0,267,46.06741573033708,79.36466400506977,0.29724593260325755,22.000000000000004,1.2755717500176031,53.93258426966292
100,8,4.0,2.0,7.0,3.0,357,32.212885154061624,79.00000000000001,0.2212885154061625,95.00000000000011,1.108815426997245,67.78711484593838
100,4,4.0,2.0,7.0,3.0,377,32.09549071618037,79.0,0.20954907161803712,95.00000000000013,1.1028645833333333,67.90450928381962
50,12,4.0,2.0,5.0,3.0,501,39.52095808383233,77.36466400506974,0.15442048703606734,78.00000000000006,1.0851096413697137,60.47904191616767
25,4,3.0,2.0,5.0,2.0,940,29.78723404255319,76.73697978237838,0.08163508487487062,108.99999999999996,1.0581340755927109,70.2127659574468
